idInforme,categoriaInforme,nombreTrabajo,idArea
c0e52df54b5f46,ADMINISTRATIVE,GESTION ADMINISTRATIVA TRANSMISION Y DISTRIBUCION,2c3f918e07d84a
ef13c2f6a50841,ADMINISTRATIVE,ANALISIS APLICACIONES TIEMPO REAL,36b5f879bc1147
5c48cb36f59d45,ADMINISTRATIVE,SOLUCIONES AL COLABORADOR,18218e4051b348
1808daaab6ae43,ADMINISTRATIVE UNIONIZED,LIDER VENTAS,160ce359364442
acee9f6b8e804b,ADMINISTRATIVE,INTELIGENCIA COMPETITIVA,50d1e03c373440
31060708b03646,ADMINISTRATIVE,LIDER GESTION TYD,4c16830dd4cf4d
9ad997757b7f45,ADMINISTRATIVE,LIDER COMUNICACIONES MARCA,7f7ea0eb4d5b41
0da7bfdb155a4d,ADMINISTRATIVE,ABOGADO,0077b674c93b44
5c1f02efb8da4f,ADMINISTRATIVE,LIDER ATRACCION CULTURA Y DESARROLLO DEL TALENTO,55850993cc9a42
96127856a58a47,ADMINISTRATIVE,GESTION ADMINISTRATIVA COMERCIAL Y MANTENIMIENTO,c616ed2582f048
7137037f529b41,ADMINISTRATIVE,EXPERIENCIAS DE SERVICIO,f6a3d5040dec45
7a79f4466b0a48,ADMINISTRATIVE,CANALES DIGITALES,98b34496a41a4a
e674cf9ed12b4f,ADMINISTRATIVE,AMBIENTAL TYD,c0af797479774b
3f193a298a7348,ADMINISTRATIVE,SUPERVISION OPERACION CENTRAL HIDRAULICA,3a1948c059254b
d96a6eae877d41,ADMINISTRATIVE,GESTION DE IRREGULARIDADES,fe4f1011635d40
e85ae8ba105a4e,ADMINISTRATIVE,PROTECCION Y TELECONTROL ZONA,65e8236f281e4a
b240512bc1eb4c,ADMINISTRATIVE,AMBIENTAL CENTRALES HIDRAULICAS,37e3bb9213d545
afe94dea5ac04a,ADMINISTRATIVE,GESTION ADMINISTRATIVA ASUNTOS CORPORATIVOS,0e7d624259a74a
b34ad360263145,ADMINISTRATIVE,EJECUTIVO VENTAS NEGOCIO EMPRESAS,04674f6af26641
ca14b075717f4c,ADMINISTRATIVE,EXPERIENCIAS DE SERVICIO,a90942558d2549
564bf78c959645,ADMINISTRATIVE,LIDER GESTION CONTRATISTAS,2bd1ae47f65045
779bc5d7975643,ADMINISTRATIVE,PROYECTOS SISTEMAS FOTOVOLTAICOS,28635cd84b2748
1dacc703347c4f,ADMINISTRATIVE,PROTECCION DE RECURSOS I,c1572583ee2240
66efb7e8255e4f,ADMINISTRATIVE,NEGOCIADOR,b8c91549f30d42
bdc26d5a7d6444,OPERATIVE,OPERACION Y MANTENIMIENTO SUBESTACIONES,324e86a05e3e46
9fa86af3d63b4f,ADMINISTRATIVE,OBRAS MTBT,d319fbfddc2a4e
5a0939a020bc41,ADMINISTRATIVE,LIDER COMERCIAL NEGOCIO EMPRESAS,04674f6af26641
e664af31e0a243,ADMINISTRATIVE,LIDER VENTAS,cd7edb15820048
f3993b861a1847,ADMINISTRATIVE,LIDER INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS,f8cadc9272944e
1839ca5214ac4d,OPERATIVE,OPERACION MANTENIMIENTO ELECTRICO CENTRALES,1ef8d6015c1447
81d91f33d78d47,ADMINISTRATIVE,LIDER DESARROLLO DE SOLUCIONES TECNOLOGIA,d73da9ff50c44c
60f59ee00f1d43,ADMINISTRATIVE,ANALISIS APLICACIONES TIEMPO REAL,6c581d4c1f3c40
ed378e879ff44f,ADMINISTRATIVE,OPERACIONES DE ENERGIA CENTRAL TERMICA,a3eff4482feb46
cf57a366cea746,ADMINISTRATIVE,LIDER DESARROLLO DE NEGOCIOS,983d52f42bb24c
437678629aa84f,ADMINISTRATIVE,LIDER RIESGOS Y SEGUROS,221c1b83374148
725c6a363ddc4a,ADMINISTRATIVE,LIDER PLANEACION Y COMBUSTIBLE MERCADO MAYORISTA,1b4b556d5e1545
e5b8e473891042,OPERATIVE,SERVICIOS GENERALES,f8cadc9272944e
bd38a9f50edf47,ADMINISTRATIVE,GESTION ADMINISTRATIVA FINANCIERA Y ASUN,1387800fcde844
9a9ae88d346245,OPERATIVE,GESTION FINANZAS CORPORATIVAS I,232589afdb6e4d
ee05156e9bd44d,ADMINISTRATIVE,LIDER ANALISIS DE MERCADOS,3e1dc486950b46
141d2af4df804b,OPERATIVE UNIONIZED,OPERACION CAPTACION,521a9995a0de40
ef1f1788b88b43,OPERATIVE UNIONIZED,MANTENIMIENTO Y OPERACION INFRAESTRUCTURA CIVIL,5f9bb1e4639c41
a19ff5ae51204e,ADMINISTRATIVE,LIDER MANTENIMIENTO CENTRAL TERMICA,b0d95230709240
367a4b7092224b,ADMINISTRATIVE,AUDITORIA SISTEMAS,4d02218f5c7143
87eddf48e03241,ADMINISTRATIVE,LIDER GESTION RECURSOS CENTRAL TERMICA,88d47c24b58449
8fe237cf18ec41,ADMIN. SENIOR DIRECTORATE,LIDER TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES,a9ca7d5813044c
bc6bf82d39714f,ADMINISTRATIVE,NEGOCIACION,54c8a5b9586a46
0b1d84c628c54d,ADMINISTRATIVE,LIDER DESARROLLO ORGANIZACIONAL,7efeee8cb8884e
6e489442d6254f,ADMINISTRATIVE,LIDER OBRAS CIVILES PROYECTOS,ba394b2721b34a
cf4bf145564c4c,ADMINISTRATIVE,LIDER COMPRAS CORPORATIVAS,b8c91549f30d42
412d10c1aa2c43,ADMINISTRATIVE,LIDER EXPERIENCIA DE CLIENTES,038650898d884c
4cdf4905b1eb4c,ADMINISTRATIVE,SOSTENIBILIDAD,e5ab9c5620bf47
afc58d2e1f9a4b,ADMINISTRATIVE,LIDER ACTIVOS FIJOS,89f07fc6dd4046
be3d6febaf9949,ADMINISTRATIVE,LIDER TERMICO INGENIERIA DE APOYO,3777f9e0efe746
0c06a1644cde4f,ADMINISTRATIVE,ANALISIS Y DESARROLLO MANTENIMIENTO TERMICAS,ec2224c047d54f
525044cf253241,ADMINISTRATIVE,LIDER PRESUPUESTO GENERACION,c318ad65694b49
b77184f3db5e47,ADMINISTRATIVE,SOLUCIONES AL COLABORADOR,bc0d131d6b404a
ca9ca7b74dc44b,ADMINISTRATIVE,PAGOS,dd65cd39ea0b4b
fd75ceb4609f47,OPERATIVE,OPERACION CONTABLE II,d3c52d81aa4546
b3679956c67343,OPERATIVE,OPERARIO CENTRAL HIDRAULICA,f1fed76057c644
d96e8bf45c8b4e,ADMINISTRATIVE,LIDER INSTRUMENTACION Y CONTROL ZFC,ec2224c047d54f
ed68afbd77b540,ADMINISTRATIVE,INSPECTOR OBRAS CIVILES CENTRALES,6dd76f14b36b45
a9487d21ab1c45,ADMINISTRATIVE,AMBIENTAL PROYECTOS GENERACION,6dd76f14b36b45
7fd8b4541a6648,ADMINISTRATIVE,AMBIENTAL PROYECTOS GENERACION I,6dd76f14b36b45
656fd878d16943,ADMINISTRATIVE,LIDER TESORERIA,dd65cd39ea0b4b
6ea5c4bb5e9842,ADMINISTRATIVE,BIENES INMUEBLES PROYECTOS I,6dd76f14b36b45
1bf9e26acddb49,ADMINISTRATIVE,LIDER CONTABILIDAD E IMPUESTOS,d3c0d348eb0d4f
14354b2094904b,ADMINISTRATIVE,GESTION ADMINISTRATIVA INNOVACION,f7ec2211712a4c
cd946633462147,OPERATIVE,MANTENIMIENTO INFRAESTRUCTURA,f8cadc9272944e
37dd1c98d5a94f,ADMINISTRATIVE,GESTOR SOCIAL PROYECTOS GENERACION,5e62f1256ff849
f6f9e5beda4a43,ADMINISTRATIVE,LIDER AMBIENTAL ZFC,a2bb41f76f1d43
da258edf924a4c,ADMINISTRATIVE,LIDER GESTION CONTABLE,d3c52d81aa4546
a6cade59a4414d,ADMINISTRATIVE,GESTION ADMINISTRATIVA GENERACION ZFC,a2bb41f76f1d43
72182040043841,ADMINISTRATIVE,GESTION ADMINISTRATIVA GESTION RECURSOS ZFC,805b9239b3b741
eda11a5e664546,ADMINISTRATIVE,LIDER OPERACION CENTRALES TERMICAS,f98b1ed0ae8e47
78d18f30e34845,ADMINISTRATIVE,LIDER GESTION TECNICA TERMICAS,ec2224c047d54f
e3db9ff6c0d040,ADMINISTRATIVE,SUPERVISION SERVICIOS GENERALES ZFC,805b9239b3b741
3020773add6b4f,ADMINISTRATIVE,LIDER MANTENIMIENTO ZFC,ec2224c047d54f
87754e1360e142,ADMINISTRATIVE,GESTION TECNICA MECANICA TERMICAS,ec2224c047d54f
15e553b416b64f,ADMINISTRATIVE,SOCIAL ZFC,a2bb41f76f1d43
9e124eaddeec47,ADMINISTRATIVE,GESTION SST,a2bb41f76f1d43
d03375f5a4f948,ADMINISTRATIVE,AMBIENTAL CENTRALES TERMICAS,a2bb41f76f1d43
952584a7b26d4d,ADMINISTRATIVE,GESTION TECNICA CONTROL TERMICAS,ec2224c047d54f
e88c1217a2cc43,PRACTICUM STUDENTS,ESTUDIANTE EN PRACTICA,8772f9ec2aa541
beac4c3e9ef446,ADMINISTRATIVE UNIONIZED,GESTION SST,17ed072e724348
b82c8c19a4994d,ADMINISTRATIVE UNIONIZED,GESTION SST,8cfa45f3f2ac4b
6053aa205c454d,ADMINISTRATIVE,LIDER DESARROLLO LOGISTICO,0d1eb5e0acb245
7a711c2e3e8144,OPERATIVE,MANTENIMIENTO ELECTRICO CENTRALES,9daee2e1db1a4a
47c4458e1ed243,ADMINISTRATIVE UNIONIZED,GESTION TECNICA INTERNET,b84fd59abda940
c20161ee69ad46,OPERATIVE UNIONIZED,MANTENIMIENTO MECANICO CENTRALES,206c70fc142140
402a8b9e261d43,ADMINISTRATIVE,LIDER MANTENIMIENTO INSTRUMENTACION Y CONTROL TERMICAS,a9e308d57a8145
9e1074b47f5c45,ADMINISTRATIVE,LIDER VENTAS,42f14ea54c904c
840fc35ad65144,ADMINISTRATIVE,AUTOMATIZACION Y ROBOTICA,0bd8ada1791747
930c30b5abab45,ADMINISTRATIVE,LIDER PROTECCION DE RECURSOS,c1572583ee2240
2dd2d29182ad43,ADMINISTRATIVE,INGENIERIA PARA EL DESARROLLO II,0d0d9266575846
784d7667ca9445,ADMINISTRATIVE,LIDER PROYECTOS GENERACION EOLICA,1f707e54a1874b
12e1b99a91e94f,ADMINISTRATIVE,SOCIAL PROYECTOS GENERACION,a9e90c605ef443
622dcb529f744a,ADMINISTRATIVE,LIDER BIENES INMUEBLES Y SERVICIOS ADMIN,12d2a2b4a5314d
6c5c15dad38d41,OPERATIVE,GESTION TECNICA TERMICAS,0097eef24b7a40
833e14b0034943,OPERATIVE UNIONIZED,LIDER MANTENIMIENTO INSTRUMENTACION CENTRALES GENERACION,0be24eaacaa54e
b7635b0e82634b,OPERATIVE,LIDER MANTENIMIENTO ZONA,0d9cfda5b91a44
96a37f4bd2af4e,ADMINISTRATIVE,INGENIERIA PARA EL DESARROLLO I,0d0d9266575846
4479b38e69f848,ADMINISTRATIVE,LIDER COMERCIAL,4067bcf816ec42
d70f713e7cec4d,ADMINISTRATIVE,LIDER TRANSMISION Y DISTRIBUCION,3e1497f1ef324a
5d3b51a4ccf94a,ADMINISTRATIVE,LIDER CADENA DE ABASTECIMIENTO,12c750982dd54c
bc15c2e2bcd446,ADMINISTRATIVE,LIDER PROYECTOS DE GENERACION,6dd76f14b36b45
8008b5e9ce7b4b,OPERATIVE,ANALISIS Y OPERACION TIEMPO REAL,36b5f879bc1147
c75a55c8328744,ADMINISTRATIVE,LIDER COMUNICACIONES INTERNAS,4822a4d900a34c
0c2683607eb74a,OPERATIVE UNIONIZED,OPERACION CENTRAL HIDRAULICA NOVA,521a9995a0de40
3961b47c5da648,ADMINISTRATIVE,INGENIERIA DE APOYO TERMICO MECANICO,3777f9e0efe746
be7d3983275842,ADMINISTRATIVE,LIDER ASUNTOS LEGALES CORPORATIVOS,0077b674c93b44
cf179335121c40,ADMINISTRATIVE,BIENES INMUEBLES,bd5b301fec4a47
f782237a28bf41,ADMINISTRATIVE,DESARROLLO DE NEGOCIOS,983d52f42bb24c
ffd5482ba3f440,ADMINISTRATIVE,FINANZAS ESTRUCTURADAS,232589afdb6e4d
e0c1b270a08940,ADMINISTRATIVE UNIONIZED,CONFIABILIDAD MANTENIMIENTO TYD,262a099ec5ce4f
6b5552b706a745,OPERATIVE,SISTEMAS FOTOVOLTAICOS,28635cd84b2748
5ec4901856f449,OPERATIVE,GESTION PROYECTOS TYD I,3e1497f1ef324a
6bc9c1adbf4c45,OPERATIVE,CONFIABILIDAD MANTENIMIENTO TYD,262a099ec5ce4f
85a3f5c7fe2f47,ADMINISTRATIVE,ANALISIS CONTABLE I,f40fb661e49a4e
74335099254241,ADMINISTRATIVE UNIONIZED,PLANEACION Y LOGISTICA MANTENIMIENTO TYD,ee8283b3b3e242
44c30a85ae1d42,ADMINISTRATIVE UNIONIZED,PROGRAMACION MANTENIMIENTO,839dc950f12042
d01588df79ca48,ADMINISTRATIVE,GESTION ADMINISTRATIVA COMERCIAL Y MANTENIMIENTO,4816c43516f04a
29b2bcd2bd1d4e,OPERATIVE,PROGRAMACION MANTENIMIENTO,faa5d952245f45
0176e4128f5a4a,OPERATIVE,PROGRAMACION Y MEJORA AL MANTENIMIENTO,7ed50d8dbacc44
45245be134cc47,ADMINISTRATIVE,INTELIGENCIA DE MERCADOS,5506f40b83134c
8c87d790b96142,ADMINISTRATIVE,ANALISIS DEMANDA Y CONTROL ENERGIA,78e0cd97703942
1accabe8629045,OPERATIVE,GESTION SERVICIOS CONTRATADOS TYD,0d9cfda5b91a44
70b35c59516041,ADMINISTRATIVE,PROGRAMACION MEDIDA,b98a87a75fe245
29618659f07849,ADMINISTRATIVE,SOCIAL TYD,d54d57876a8c4b
4c278fab5b7045,ADMINISTRATIVE,SOCIAL CORPORATIVO,f3c18bd8ae134c
40e03fada9874f,ADMINISTRATIVE,PMO TRANSMISION Y DISTRIBUCION,b92c252d355d48
3f593d5550654a,ADMINISTRATIVE,COMUNICACIONES MARCA,7f7ea0eb4d5b41
b06221d72e4440,ADMINISTRATIVE,COMUNICACIONES EXTERNAS,36a742f16f5b45
a3dee57c8c8240,ADMINISTRATIVE,LIDER DESEMPEÑO TECNOLOGIA,a1adda320ade49
2cbe68c69b0149,ADMINISTRATIVE,PLANEACION FISCAL I,a7d0acf3521343
a70beb96d7f245,OPERATIVE,GESTION EXPERIENCIA DE CLIENTES,038650898d884c
4904f67229174f,ADMINISTRATIVE,SEGUROS,221c1b83374148
cb7179a6b9d64d,ADMINISTRATIVE,METODOLOGIAS TECNOLOGIA,82349a9836084c
905c0e749e9248,ADMINISTRATIVE,PROCESOS COMERCIALES I,eb1a3430b5ed40
e602799c93db44,ADMINISTRATIVE,CONSOLIDACION CONTABLE I,42590fa565dd43
6e56f563be9c44,UNIONIZED,OPERADOR DE CONTROL VAPOR / TV9,d3c5305ff30e48
f776a406ed2840,ADMINISTRATIVE,ASISTENTE ADMINISTRATIVA,21243d29f1044a
bcbae3a351f04a,ADMINISTRATIVE,ASISTENTE ADMINISTRATIVA,9a5946bfb3f446
afd6b011d8fc43,ADMINISTRATIVE,GESTION ADMINISTRATIVA,b52b3c3a96924b
35872059c7e145,ADMINISTRATIVE,INSPECTOR OBRAS CIVILES CENTRALES,96b7664dcdf542
ead87914a20449,ADMINISTRATIVE,LIDER ABASTECIMIENTO ESTRATEGICO CA,90efd780d70a49
c536b5977f6c4d,ADMINISTRATIVE,SERVICIOS GENERALES,b691fec7d8954a
c2eaf6621d4c47,UNIONIZED,OPERADOR PLANTA I,c67f3bbc6cea43
db5850972bf147,ADMINISTRATIVE,LIDER GESTION CONTABLE CA,da7707b7a1f94d
fdec5ddb6b1a40,OPERATIVE,SUPERVISION DE MANTENIMIENTO MECANICO,d806e89e5e134f
8303d946ca1e4f,ADMINISTRATIVE,LIDER COMPENSACION Y PRODUCTIVIDAD CA,1b7d4d0ee44842
7566ad2e251346,UNIONIZED,OPERACION PLANTA I,b3a23fba7fcf47
41e0bfe3139848,UNIONIZED,MANTENIMIENTO MECANICO 2,d806e89e5e134f
78f7ea295b1841,ADMINISTRATIVE,GESTION DE RECURSOS,b691fec7d8954a
a16306c769c743,UNIONIZED,OPERACION DE PLANTA II,25f5043864014d
a651ffdd5e754c,UNIONIZED,MANTENIMIENTO ELECTRICO II,17a3896d12ff44
68972a6476804a,UNIONIZED,OPERACION DE CUARTO DE CONTROL,16cc46dc4ac448
b825d5c2a4f94b,UNIONIZED,MECANICO 3,c67f3bbc6cea43
3c246ded9d8542,OPERATIVE,SUPERVISION DE TURNO,b73397faac1d41
52ae99386ea44b,OPERATIVE,SUPERVISION DE TURNO,d3c5305ff30e48
26aaa7d7f8fa47,UNIONIZED,OPERACION DE CONTROL VAPOR / TV9,25f5043864014d
09d7785ea89a44,UNIONIZED,OPERACION PLANTA I,ae2980b272e94c
e09e38a684af43,UNIONIZED,OPERACION PLANTA I,25f5043864014d
9d0b7865d7d746,UNIONIZED,MECANICO 2,d806e89e5e134f
fbf7bcdec32e42,UNIONIZED,MANTENIMIENTO MECANICO 3,d806e89e5e134f
b892e0557d144a,UNIONIZED,MANTENIMIENTO MECANICO 1,d806e89e5e134f
8fb9c2812bfe41,ADMINISTRATIVE,INGENIERIA PROYECTOS ESPECIALES,e8598b32e45749
3169e539eb2145,UNIONIZED,OPERACION DE CONTROL VAPOR / TV9,e7c0cf085db24b
d1ba6c373ef442,UNIONIZED,MANTENIMIENTO ELECTRICO III,a1019fcc34ea45
6181f9f7f3e046,UNIONIZED,MANTENIMIENTO MECANICO II,186306d139bc46
1c2bc93974f941,ADMINISTRATIVE,SUPERVISOR DE MANTENIMIENTO MECANICO,d33594d916b94d
33910481b4b747,UNIONIZED,MANTENIMIENTO ELECTRICO III,17a3896d12ff44
45c08fbc79584a,UNIONIZED,OPERACION DE CONTROL VAPOR / TV9,b3a23fba7fcf47
d0d459a4b8e44f,UNIONIZED,INSTRUMENTISTA II,c11a99ebe2b54b
6729e5e278e14f,ADMINISTRATIVE,SUPERVISOR DE MANTENIMIENTO ELECTRICO,582d9a91c22f45
5164a26bc98c49,UNIONIZED,OFICIAL DE COMBUSTIBLE,401d1891709642
4289907c085d42,ADMINISTRATIVE,SUPERVISOR DE TURNO,b72f75138c4542
8850e36ddc1947,OPERATIVE,SUPERVISION DE TURNO,b3a23fba7fcf47
3cc9479666be4e,UNIONIZED,OPERACION DE CONTROL VAPOR / TV9,ae2980b272e94c
c274acbe0fe94c,ADMINISTRATIVE,NEGOCIADOR CA,b8c91549f30d42
00c0e487974f48,OPERATIVE,SERVICIOS GENERALES CENTRALES,92427cebf62246
a4a06c8408544f,ADMINISTRATIVE,SUPERVISOR DE GESTION DE RECURSOS,0a3b9a1e99ee4c
6b98d75c278c42,ADMINISTRATIVE,GESTION DOCUMENTAL,6dd76f14b36b45
0077b23e57df43,ADMINISTRATIVE,LIDER GESTION COMBUSTIBLES ZFC,faf359f71e4740
63999d67be8945,ADMINISTRATIVE,GESTION ADMINISTRATIVA GENERACION ME,9aa64d41a9ed44
1e5250748df24b,ADMINISTRATIVE,LIDER INSTRUMENTACION Y CONTROL COMPLEJO TERMICO COLON,d806e89e5e134f
d35a702b415e4b,UNIONIZED,OPERACION PLANTA I,e7c0cf085db24b
aa2dc4b615434a,ADMINISTRATIVE,ANALISTA SOLUCIONES Y BASE DE DATOS,447a740bc4804f
e409e678ded94d,ADMINISTRATIVE,RELACION CON INVERSIONISTAS,5fbbccbb6d5244
333a3f74154d4f,OPERATIVE,SUPERVISION DE MANTENIMIENTO MECANICO,186306d139bc46
facdc264f6354f,ADMINISTRATIVE UNIONIZED,SOCIAL CENTRALES HIDRAULICAS,f1fed76057c644
e71d36bb274449,ADMINISTRATIVE,INGENIERO OPERACION ME,9aa64d41a9ed44
b8d13ac0c5fa47,ADMINISTRATIVE,LIDER INVESTIGACION Y DESARROLLO TECNOLOGIA,7b6b6687b9f648
a2db2461f74746,ADMINISTRATIVE,PLANEACION FINANCIERA I,abd99c92b99840
f6436db2e4924a,ADMINISTRATIVE,GESTION ADMINISTRATIVA SERVICIOS,f8cadc9272944e
b9fab6a5b5174d,ADMINISTRATIVE,LIDER PLANEACION FINANCIERA,abd99c92b99840
d3270574adf24e,ADMINISTRATIVE,GESTION COMBUSTIBLES II,c2065d83473c4a
22bc0e9e468348,ADMINISTRATIVE,LIDER ASUNTOS REGULATORIOS,a9d03de868844a
cd3d2add738543,ADMINISTRATIVE,LIDER DESARROLLO Y APLICACION PROYECTOS INNOVACION,d5d72d93c2a841
be7354a92d2b49,ADMINISTRATIVE,LIDER COMERCIO EXTERIOR,f5ee45bff0594a
343f337d013642,ADMINISTRATIVE,INNOVACION II,f7ec2211712a4c
e81ce02893244f,ADMINISTRATIVE,LIDER PROYECTOS GRANJAS FOTOVOLTAICAS,28635cd84b2748
dc5b33609f6c42,ADMINISTRATIVE,TALENTO HUMANO,3ac0646c08cb49
a390fce0685a49,ADMINISTRATIVE,ANALISIS DE MERCADOS,3e1dc486950b46
0426aef5be5f4a,ADMINISTRATIVE,PRESIDENCIA Y DESARROLLO DE MERCADOS,286c55274f4043
89cd02870e714e,OPERATIVE,INSPECCION MANTENIMIENTO TYD,9c7ef425f9c549
040e2989e3d441,OPERATIVE,PROTECCION Y TELECONTROL ZONA,ca2dad0dfdcf47
472c8e48a15241,ADMINISTRATIVE,PROYECTOS SISTEMAS FOTOVOLTAICOS,2d363a4a78424d
6ef99f0651b948,OPERATIVE,OPERACION MANTENIMIENTO INSTRUMENTACION,11eadc95423a41
1c1f39936d734a,ADMINISTRATIVE,SOCIAL TYD,c0af797479774b
74c746a45dbe42,ADMINISTRATIVE,LIDER MANTENIMIENTO MECANICO ALTO Y BAJO ANCHICAYA,f2e9da9fdebb4b
cb9917c2e5f644,ADMINISTRATIVE,LIDER INFRAESTRUCTURA CIVIL Y GESTION DE PRESAS,f55f2eb833e24a
729e1e19534343,ADMINISTRATIVE,GESTION FINANCIERA,7799335696b744
48ce53bb5bb34f,ADMINISTRATIVE,INTELIGENCIA DE NEGOCIOS,c8ddfe355a7648
613521e714404a,OPERATIVE UNIONIZED,OPERACION MANTENIMIENTO MECANICO CENTRALES,d7eb976c5bee4d
9a60f4adf9fe40,UNIONIZED,INSTRUMENTISTA III,c11a99ebe2b54b
c534402da4af48,ADMINISTRATIVE,ASISTENTE DE GESTION DE RECURSOS,582d9a91c22f45
dcecc6f4e4454c,ADMINISTRATIVE,NEGOCIADOR CATEGORIA FACILITIES,b8c91549f30d42
7f363e7f86b049,ADMINISTRATIVE,CONDUCCION - MENSAJERIA,665cc25acd1749
71d697bd576042,UNIONIZED,OPERACION DE CUARTO DE CONTROL,e7c0cf085db24b
59fecdb1bed14b,UNIONIZED,OPERACION DE PLANTA II,e600b36ebfb44e
2604b24d44d840,ADMINISTRATIVE,OFICIAL DE TESORERIA,90efd780d70a49
7b465bb7119242,OPERATIVE,OPERADOR DE PLANTA,bad958c270b24f
a5006ca8dfe14b,UNIONIZED,OPERACION DE TRATAMIENTO DE AGUA,29062cdcd1b34d
8c5bc8309f0f4f,UNIONIZED,OPERACION PLANTA 1,25f5043864014d
c42742e9ed7b44,ADMINISTRATIVE,INGENIERO DE SOPORTE TECNICO - CTC,9a5946bfb3f446
2f4dfb003e3340,ADMINISTRATIVE,PROYECTOS DE OPERACION,ec2224c047d54f
f2fb820400134d,ADMINISTRATIVE,LIDER PROYECTOS ESPECIALES GENERACION CA,4b39cfcb01f349
fc8c44aecbc842,UNIONIZED,ALMACENISTA,5686acf180404b
4c51731c25344e,OPERATIVE,PLANEACION CENTRALES HIDRAULICAS,cc064c88223f4c
6d9acf1a261f42,UNIONIZED,INGENIERIA DE DOCUMENTACION,ba7a7fc35df841
b7ca1854c61b45,UNIONIZED,OPERADOR DE PLANTA 2,b72f75138c4542
878b82c11ee145,UNIONIZED,OPERADOR DE PLANTA 2,2c364f7701ce47
b1cc7381fd8d42,UNIONIZED,INSTRUMENTISTA I,a9e216a9e5fd49
aeb58872648f46,ADMINISTRATIVE,LIDER MANTENIMIENTO CATIVA,d806e89e5e134f
77f8c98ec5bd42,ADMINISTRATIVE,ABOGADO,a4142b0e75ac47
3bea6cdd159f42,ADMINISTRATIVE,PROYECTOS FOTOVOLTAICOS,e8598b32e45749
b68cdb95d8094e,ADMINISTRATIVE,INGENIERIA DE PROGRAMACION Y CONTROL DE PROYECTOS,ba7a7fc35df841
9652d2693a724b,ADMINISTRATIVE,INGENIERIA PROYECTOS ESPECIALES I,729ed7e2332b49
19ddb94018164a,ADMINISTRATIVE,LIDER AMBIENTE CA,5742a4859de148
c93eb004c0ee45,ADMINISTRATIVE,GESTION SST I,f5e0560743884a
9ddf6460c8a24c,ADMINISTRATIVE,LIDER DE COMUNICACIONES SOSTENIBILIDAD Y GESTION SOCIAL,07b3e81fd19047
8846c987e99449,ADMINISTRATIVE,LIDER OPERACIONES CATIVA,d33594d916b94d
85bef470382e4a,ADMINISTRATIVE,ASESOR ESPECIALISTA MERCADO GENERACION ELECTRICA,7cdb565464ce48
40ba108be54646,ADMINISTRATIVE,LIDER ADMINISTRACION NUEVOS NEGOCIOS,d850691b738d45
d67eb9e422684a,ADMINISTRATIVE,GESTION CONTABLE,da7707b7a1f94d
fb79e778585c45,ADMINISTRATIVE,DISEÑO GRAFICO Y MARCA,07b3e81fd19047
1fbc43e05de84b,ADMINISTRATIVE,OFICIAL DE PLANILLA,1b7d4d0ee44842
fd6db5a1790041,ADMINISTRATIVE,ANALISTA DE PLANEACION FINANCIERA,b52b3c3a96924b
5b1719e2f34f4e,ADMINISTRATIVE,GESTION FINANCIERA ADMINISTRACION Y RECURSOS,7ddf419e723a48
ad8eeba0a49a47,OPERATIVE,ELECTRICISTA MANTENIMIENTO CENTRALES,4d01d971c90f4e
3bf9964d77214a,ADMINISTRATIVE,SOCIAL CENTRALES HIDRAULICAS,fb59327abee54b
186e8bf9c90249,ADMINISTRATIVE,SUPERVISION OPERACION CENTRAL HIDRAULICA,37e3bb9213d545
87a113a50a4a4a,ADMINISTRATIVE,DESEMPEÑO TECNOLOGIA,9c211f3cb7d447
4978e001a93e41,ADMINISTRATIVE,INSPECCION MANTENIMIENTO TYD,e1df049fb6234d
db79621838e84d,ADMINISTRATIVE UNIONIZED,SUPERVISION MANTENIMIENTO TYD,e1df049fb6234d
048b787665a44f,ADMINISTRATIVE,PROVISION SERVICIO OBRAS Y MULTISERVICIOS,677ad03f4bf248
da1e816a9dd74f,OPERATIVE,OPERADOR MOVIL,36b5f879bc1147
d1d719eab4e545,ADMINISTRATIVE,INSPECCION DE LA MEDIDA,16a7c1e7666247
560f91aeae7e46,ADMINISTRATIVE,ASESOR CLIENTE NEGOCIO HOGARES,78c469f0d9c944
6ce949a87e8b42,ADMINISTRATIVE,PROGRAMACION Y MEJORA AL MANTENIMIENTO,3a1948c059254b
4b8f0c1ac59845,OPERATIVE,MECANICO MANTENIMIENTO CENTRALES,37e3bb9213d545
ae44a986be5c4c,ADMINISTRATIVE,DISEÑO SUBESTACIONES Y LINEAS DE TYD,a18a4eb3624d4d
291a6cced4a04b,OPERATIVE,REPOSICION Y RECEPCION PUESTA EN SERVICIO PYT II,c5e51ef9832b4c
6b262c03906a44,ADMINISTRATIVE,PROTECCION DE RECURSOS II,c1572583ee2240
405996b38c4e49,OPERATIVE UNIONIZED,OPERARIO CENTRAL HIDRAULICA,37e3bb9213d545
41cc3b65bd7846,ADMINISTRATIVE,INTELIGENCIA DE NEGOCIOS,fdc914044a6f47
0f45cea5656b49,ADMINISTRATIVE,CONTROL PROYECTOS BIENES INMUEBLES,12d2a2b4a5314d
1322ab4e51814e,ADMINISTRATIVE,LIDER OPERACION CAMPO,9c9c5357b16047
